TCGA-E2-A14R-01	TCGA-E2-A1LL-01	TCGA-A7-A4SE-01	TCGA-BH-A18V-01	TCGA-AO-A0J6-01	TCGA-C8-A12V-01	TCGA-A7-A6VV-01	TCGA-E2-A1L7-01	TCGA-EW-A1P8-01	TCGA-EW-A1OW-01	TCGA-E2-A150-01	TCGA-S3-AA10-01	TCGA-AR-A256-01	TCGA-C8-A27B-01	TCGA-EW-A3U0-01	TCGA-C8-A26X-01	TCGA-EW-A1OV-01	TCGA-A2-A1G6-01	TCGA-EW-A6SB-01	TCGA-EW-A1PH-01	TCGA-BH-A1FC-01	TCGA-GI-A2C9-01	TCGA-D8-A27M-01	TCGA-AR-A0U4-01	TCGA-A2-A0YE-01	TCGA-GM-A2DH-01	TCGA-BH-A42U-01	TCGA-D8-A1JL-01	TCGA-BH-A1EW-01	TCGA-A8-A08R-01	TCGA-E2-A1LH-01	TCGA-AR-A1AY-01	TCGA-E9-A5FL-01	TCGA-AC-A7VC-01	TCGA-AC-A2QJ-01	TCGA-AR-A0TU-01	TCGA-AO-A0J4-01	TCGA-A2-A0SX-01	TCGA-BH-A18G-01	TCGA-AO-A124-01	TCGA-A2-A0T0-01	TCGA-AO-A12F-01	TCGA-D8-A1XQ-01	TCGA-A2-A3XY-01	TCGA-B6-A400-01	TCGA-BH-A0WA-01	TCGA-BH-A0RX-01	TCGA-BH-A0B3-01	TCGA-A7-A0DA-01	TCGA-D8-A1XK-01	TCGA-BH-A0BG-01	TCGA-E2-A14N-01	TCGA-D8-A27F-01	TCGA-AN-A04D-01	TCGA-A7-A26G-01	TCGA-A1-A0SP-01	TCGA-AC-A2BK-01	TCGA-AO-A128-01	TCGA-AQ-A04J-01	TCGA-A7-A6VY-01	TCGA-LL-A73Y-01	TCGA-AO-A1KR-01	TCGA-C8-A3M7-01	TCGA-A2-A04U-01	TCGA-LL-A5YO-01	TCGA-AN-A0AR-01	TCGA-E2-A1LS-01	TCGA-A2-A0D0-01	TCGA-A2-A3XX-01	TCGA-AC-A2QH-01	TCGA-AN-A0AT-01	TCGA-AO-A0JL-01	TCGA-A2-A3XT-01	TCGA-EW-A1P4-01	TCGA-AR-A0TS-01	TCGA-S3-AA15-01	TCGA-A2-A0D2-01	TCGA-D8-A13Z-01	TCGA-EW-A1PB-01	TCGA-HN-A2NL-01	TCGA-A2-A0T2-01	TCGA-AR-A2LR-01	TCGA-C8-A1HJ-01	TCGA-BH-A1F6-01	TCGA-E2-A158-01	TCGA-BH-A0E0-01	TCGA-AN-A0XU-01	TCGA-A8-A07O-01	TCGA-D8-A147-01	TCGA-C8-A131-01	TCGA-D8-A27H-01	TCGA-B6-A402-01	TCGA-A8-A09X-01	TCGA-E2-A14X-01	TCGA-B6-A3ZX-01	TCGA-D8-A1JF-01	TCGA-AC-A6IW-01	TCGA-AO-A03U-01	TCGA-AO-A129-01	TCGA-D8-A143-01	TCGA-A7-A6VW-01	TCGA-GM-A2DF-01	TCGA-LL-A441-01	TCGA-AN-A0G0-01	TCGA-GM-A2DB-01	TCGA-OL-A6VO-01	TCGA-BH-A0B9-01	TCGA-AR-A5QQ-01	TCGA-A8-A07C-01	TCGA-AN-A0AL-01	TCGA-A2-A0CM-01	TCGA-AR-A1AR-01	TCGA-BH-A0BL-01
CCNB1	6.45749207442271	7.45596759117556	7.12855419784713	7.31691689825399	6.39112716677791	6.10976964268815	6.85288186742336	7.13612340126077	7.38979810345647	7.00786294807233	6.22771605471743	7.29470343343978	7.67585915167301	7.29791643912296	5.74149887346803	5.42987290574212	5.26761394909814	4.30781915675021	4.93333346076892	6.7284261330687	7.19837928960027	6.26497799214754	5.71065644766238	6.42113748707267	7.53786223893325	7.34325794593969	4.25524176025601	6.30068056353611	6.05789096570018	6.22286913916579	5.57438129492231	7.32345667323048	5.99654079867044	5.93989158640143	5.65417883053388	8.24378064118278	6.47471359207813	5.85522548442922	6.19158777986358	6.98466163899918	6.00519854741003	6.28622133344401	5.719142933755	6.17043543654209	6.75352366340478	6.05095488093838	6.55057281822767	6.83846154920657	5.24962922488306	8.08029569053416	5.70914475355887	6.92869030214227	7.10139695225542	6.73679242451779	5.60301906415919	6.90698781504663	6.99395566771284	6.63237209043924	5.88617036473039	6.71627809695081	5.64893973172021	6.54520539148553	5.62824129981087	7.1446557050628	6.25262282593358	6.52587819623687	3.76248259642094	7.23980782599104	6.56884265297295	5.326495021159	7.35733324748255	5.85911679231229	6.87663584394959	7.25497335632714	6.6240375946245	5.378755090315	7.65493122171602	6.31644305587464	7.1142850218699	7.21491875274038	5.57921863785314	6.85722192428568	7.65747349757438	6.40757658803978	5.37119758378453	6.92565595637678	6.87370882087442	7.06565406440517	6.64542713464047	5.97049798669038	5.56171120192179	5.74020622828803	7.09054423293728	6.25814622491982	6.02268618734165	5.11994664945913	7.50501903572533	4.15201794842972	6.64760625264355	6.60469770067914	7.34823391238324	5.84984227175538	5.31824757437549	7.03958070877393	5.99235658649214	7.0918551640285	6.92096644134751	7.86834033410157	7.13202304515971	6.33971358666077	7.47122157066396	7.26511272735415	6.45400724668928
CCNB2	6.26675883934827	6.75606503909703	5.84454543170737	7.50203623749497	5.53011678065925	4.9559307799687	5.64911257081704	6.21184870139041	6.36809750561193	6.72901612211983	5.39130793693675	5.68988567547517	6.24730612144481	5.97915369536899	4.90839137807024	4.94835341071493	4.10030623877396	2.26069054662261	4.95681401627204	5.86179995218701	6.08876012957594	5.21417986194465	4.88199532292785	6.19495975524653	6.67676741179063	6.49081741873404	2.72669230103669	6.24212614774718	4.27548954867721	5.9258935978917	4.37196048688903	6.20561917247958	3.64371648928559	5.42108444045792	3.97066656925121	7.0786721343319	6.06202292177039	5.1519465376328	5.02157737919559	6.17194491016048	4.83042502280942	5.64197074107928	6.02947296862696	6.16975546173916	6.95696690792259	6.51589416237212	4.99391569682343	6.72530398374588	6.37077937372684	7.38383303653231	4.96262990253553	6.54900808191222	6.99349372608764	5.58579153771659	4.25102834642325	6.0820408530098	5.815341293599	5.01461893742061	6.01245522402747	5.5276561856518	4.44332399481719	5.17432795599046	4.21920203528457	5.20159150780834	5.85634064587325	5.57986120464963	3.34803503110835	8.01147719930195	5.525935496219	5.68570046887825	7.14331716749611	4.44960966447918	6.25747266258098	6.90164169049706	6.53910671186031	5.28312325012318	7.71268925383704	5.11753594595426	6.81551672132784	6.59437457534448	4.22161125319354	5.34285819022485	6.29546327817507	5.59219393195009	4.94678112484628	5.53536537913786	6.05242201150382	6.43851098638033	5.74629836978904	5.86306838158098	5.38902224841142	5.16192607674435	5.76959274120337	5.11418227617733	4.92403730696798	3.74368433832546	6.07050410559428	3.42911243825808	5.42824405777723	7.23487182766858	6.34346268808758	5.51427412854172	4.31514676294869	6.44974243313111	4.70346411250877	6.93665355055079	6.15457347215719	6.32735537866855	7.43682214439241	5.89457002792769	6.516426380212	6.50837232212214	5.56210761538666
CCNB3	0.109988888442388	0.909420149618737	0.355539570048594	0.818034387959316	0.537005367972552	2.01903038982929	0.0986344355826408	0.502345106355431	0.736249320078688	0.989454362786501	0.0515206020964868	0.576220656280694	1.78181588736839	0.250356012077057	1.93561084395806	0.289020576635352	0.0520617319803288	0.784450279839669	0.083945098899282	2.70068080281641	1.71597833584892	0.72049894754876	0.741876091383456	0.407649204860722	2.39478706263802	0.47731121961993	0.218483218816355	0.930426595940917	0.985226559228971	0.425042024283953	1.82254080671256	1.33227829627495	0.647741200004942	0.0984164936045592	0.041896319659875	0.949004383820089	1.41427312189568	1.05323639683284	0.232572188766657	0.442651888084516	0.224686597176713	0.198058702478197	1.19464601793966	1.32958292769548	0.918136135139428	0.811299607584361	1.06790086623472	0.245864472690842	0.667671501665456	0.550436196919148	2.48550169542731	0.521269757027381	0.472328394581067	0.343009790959874	1.08167218491876	0.692618511272896	4.25437731563153	0.487079447486016	1.85556445707984	0.544495415020881	0.818780194089115	0.413857222763802	0.578173639030397	1.22316174591941	0.160454587469773	3.15640939744697	0.266022882694995	0.119102077671808	1.28902657177443	0.294576790089	1.71896935382281	2.24891221625593	1.04706462426109	1.0819643003983	0.508082668646967	0.169663386833931	4.34532078702822	0.907868330760984	1.4179527950005	0.802283197185256	0.220535405790443	0.600060767640281	0.225006886670515	0.500970051025334	0.152022462037691	0.469978868252945	3.27056002404644	0.787357979111109	2.5342898169669	0.0863533261173526	0.360034616904581	0.807248668918168	0.0727103138718677	0.496764686262877	0.74323123455519	0.402026825266329	0.621367501970275	0.219732686788404	0.491505537625882	2.14130492131367	0.231028904376512	1.72018203367078	1.16448356812532	0.198601987490177	1.43118383605658	0.672454838155981	0.141816982214674	0.118553113132318	0.656164517745365	0.269992483301187	0.336323856165746	1.05206790458161	2.39591284303104
CCND1	3.88682922688248	7.90176244062735	8.46123138614906	9.07386425170673	7.20431300981007	6.39961332478923	6.7931322455203	4.28819091406564	7.86026584296401	7.99848527693411	9.09810156306808	7.14476856643803	6.91065271944266	5.60174999576708	5.53919766310074	5.84238627942476	5.83865981597868	6.82813821830933	6.1203743701544	7.28905508980889	6.3434523369313	8.59909778718896	8.89272820485868	7.91120161446834	8.28942219295053	4.90742121485931	7.29848160422549	7.96334379402349	10.2794097435411	8.75656425643436	6.56611704712304	7.63509176757582	5.1072122540154	6.07261693361086	5.30304942807622	5.51347885160492	8.21651550531839	8.37467082053593	7.30757876972176	3.73699440246434	6.69982113616839	7.92503471724074	8.16036346087383	7.34590991024424	8.76714969397699	8.31694139941806	5.39436810580226	7.0669348965289	8.7372666576219	6.71951873860113	8.15566459993107	5.43669117833093	7.41964110633358	3.0392798637452	7.42699458310337	9.7288224095712	5.45193655782359	7.18875480809087	6.00074071465795	7.1724615801094	8.33605896449477	5.77946722978496	6.58306810721663	5.92600944469904	4.56943840985485	7.77403239352595	5.48813301315567	6.62330777786576	4.01114180096919	5.4707287346066	8.53803191144196	3.95610508649723	3.97582645410285	8.05555003481516	5.29414917101299	6.36411336902628	6.61373467985853	5.97708784400167	7.19720440250516	2.86267095770969	5.17850659818238	7.07371354953447	5.21880880092891	5.81318670171853	3.2686025051038	4.58024660584643	5.84351890298197	5.69715824949745	5.21408472731869	7.1986833562264	8.9945950580864	8.07944849342998	7.11340734137701	4.08170199754366	8.04766542979832	5.8340026327119	6.49678325711271	6.69418090096337	6.74980624371848	4.36555915391726	5.92760638474434	3.99343652955633	7.86023733883498	7.57268706685083	6.37143180073412	3.2112069392917	6.86878128728029	7.18283117233474	4.42101038468106	7.06774323998192	7.69767883582471	8.93047743134302	6.556537562996
CCND2	3.03003421709391	6.22985948522375	3.45948310814713	3.75339310010748	3.70886338024837	5.24329411320153	4.63807337127126	4.02463467371417	3.11475567105839	3.74832948666846	3.91669412338939	4.78770089768382	2.62982684453615	3.97820910497627	4.81038833353617	4.64231696171215	4.87568589957509	5.47048909653882	4.56657161067817	2.59534421765893	4.27224868840306	3.04786497568948	5.11716501047785	3.88998832143756	2.67773988819278	4.55137434249767	4.46896732751439	4.60832016906981	4.63703480609502	4.49061406082967	4.30814987992893	2.94106948470868	4.4557515570148	5.2874928347968	1.99405409680801	3.52477475861829	4.49878314571589	4.92682535242956	2.30365391358472	2.10555138535178	3.08399047239981	3.08116956068632	4.19806958666709	4.02607433717873	3.78996007507968	3.66279837916112	5.01027315714491	4.47584436624092	4.43577671735453	3.61599701011458	4.42308381698957	2.78059821840795	2.93420448058717	2.02713399605211	4.84575844415695	3.69153770304628	1.45318787274976	5.25235433549189	4.69058519972268	4.21671093354641	4.73737627008585	9.19209271422307	4.03893455803592	3.24618159011812	4.70635236243638	1.68909957405107	1.65171537362247	3.00121993291845	2.92083546170471	8.00724896895818	3.22740978656857	2.98265086608119	2.95893968003785	4.25984626168824	5.29846593658944	5.13840118239766	3.35938635258819	4.27731806508109	3.59928769750399	3.13206484042044	2.68236901836235	3.78790993296736	3.07494015753497	4.165128454928	1.54117067522416	2.69219577072187	3.92574385483262	2.98868025461535	3.67961163973166	3.08419886540342	4.077374858028	2.5111774627409	4.42612876829353	4.12686707296694	5.43085527232547	3.81782812131592	4.41749246373486	4.47315459757279	3.92913708628652	3.62580329700209	2.20952881617924	4.04316195697723	4.87312984058555	3.07194550327769	2.96661054537624	2.45157914846374	4.39503915179668	3.69119372940312	4.1889015190437	4.00479156580591	4.55844459409004	4.24677249386093	4.73707017352309
CCND3	4.77453474937592	4.33956119576843	6.63393919840576	5.37450676034073	5.86114230826091	5.39059840239743	5.76963798883625	5.08272839127971	5.92729418379559	5.45066875115734	5.73086004927056	5.27376293865649	4.61361193877868	4.76580706614313	6.05145391839799	4.81679345135984	5.22042056187785	5.62240888771605	5.91668302853282	5.71052676965004	4.52670848656906	5.53846598137636	5.21520935927226	6.21051158810491	6.77339968695681	5.77827545802952	5.80665637216719	5.87309728494279	5.15970451396791	5.53231243483077	5.34702050620171	5.38730120956868	4.81609722007728	4.98838671968015	5.07710363794167	4.83132663515527	5.15607251150017	5.47554041196837	5.35486454047764	5.6942173903648	4.66517115676823	5.0039215759303	4.45551772976627	5.41250159236919	5.42406148339657	5.49620196542642	5.36238045455403	5.12246597584545	4.67884111177261	5.42505792257903	5.70985321534549	4.73047101395669	5.44468986668265	5.07153990290067	4.47187360434727	4.45898396200719	5.82224857326728	5.75747674369618	5.32176633954754	5.76882732241294	5.91100654232079	4.54143551765523	5.28196905074031	5.71946675245249	5.7783978506341	3.80618266390349	4.78529975819477	4.70969583679316	9.73555200171277	2.88293622088735	4.68314544268418	4.2285421305434	5.2135235585683	5.78676243173416	6.04594529810322	4.88258174042041	5.40817538067235	6.02678783746108	5.97817805951034	5.19710896551597	4.98644960428568	6.00763215121533	5.655838525759	5.53335044250748	5.4231286916969	4.38088576985113	5.6516690087641	4.91363725403898	5.91416521091645	4.93320144358391	4.77565247037238	3.73949502918213	4.76197924660586	5.26093473798474	5.89905757637942	4.0705952479076	5.87464456236277	6.8380713737009	6.01060483886131	6.22438715008269	5.32165316612489	4.74100162728173	6.38373845199376	4.43411715470149	4.04805745373134	6.17498317335559	5.92574947102048	6.1066859301676	3.84918261092276	5.64114287606125	5.67016847438422	5.28126901923627	5.2019191262974
CCNE1	4.99229424076084	4.06866494155823	5.43462234171249	4.16821196654763	4.91086514916691	4.55725407000472	4.75415821803595	4.23211798429455	5.1578790194308	4.71612817038043	3.02592024075086	5.55489563701419	5.50906541373737	4.78012676108022	3.72896838371043	2.10738896585865	2.30696583887424	0.986608418351622	3.96654449980397	6.78906015544085	4.90601551702548	3.30581266380042	3.5574742689413	3.77143563578535	5.5321595772905	5.26243558306638	1.69450519459088	5.2586722790759	3.00458629165144	2.7104253619208	1.58456748752901	5.87540733103904	4.06844406837001	4.58480522083003	3.32174603856889	4.816996920648	3.75169341902837	5.3216337932388	2.14350938503722	5.16281346432262	4.26085795279092	4.10208298137325	2.89801105356586	6.79333711117722	6.31466578002747	3.78460739112241	4.22104799869882	4.37749669579643	2.94927659697038	5.86692543825424	3.20670493108432	5.55297799586323	4.80705489543372	5.37920736310251	3.55758413879833	5.04041499092708	5.65194548426702	4.26362132402631	4.05842541511062	5.03551466063088	3.52003618657502	5.01173934046979	2.53639149469688	5.42678848146382	5.68281899927701	4.33249186241583	1.79571056942878	5.70014204989533	4.25230735438232	3.10274089488092	5.15644426844779	4.56103431883361	3.46235078615896	5.42604227015103	4.24795806874038	3.57281735758125	5.04925498971374	5.22458656968875	6.20444637754497	5.40200603050079	4.2737902179135	5.66494929858442	4.73896802621448	6.21707263450312	4.99160889813282	5.7237418060885	4.45633967069866	6.86285496792757	6.49101754462598	3.32258473278157	2.94100300726432	3.8351416684558	3.22886760053424	4.21136442488428	3.67991888545845	2.99675291838043	5.00460625651054	1.63694017485631	4.24449714232967	6.61597914608634	4.86900945044421	5.94304511676893	3.15043823773357	3.76948378187972	3.44973543956898	4.42771866694624	5.33838404889527	4.60757327233269	4.53564038921687	3.46733411900854	6.97976372915073	5.05662781584502	4.89906395196011
CCNE2	3.61944488813633	2.07735379178041	2.6838944942815	3.94211320256007	1.56874836145999	2.5541871698512	3.97608290365008	5.34637715743898	2.67130899346406	3.72025110132882	1.93810592234484	4.39118716115938	1.62346430137019	4.07458443247521	3.2491214613713	1.86157439621954	1.75712336526253	1.11517682432124	0.987326563781848	3.15212880671719	3.67416850671112	1.89911049058237	2.83221525117706	3.23780753220573	3.32522931772623	5.96932751767611	0.577932160410696	4.35391617184814	3.86184808817982	3.92544182057294	2.1016967614279	4.35988970131591	1.44547985085457	2.08068644901236	0.614981095870995	2.75681387046464	3.52400614065653	3.69215963579619	1.64898153088197	3.87367374600148	2.93836617388133	2.09370976968271	2.67924971244283	2.25483857372931	3.5623779439013	4.30734773292586	1.6646632831096	3.84183494447084	1.93114101158335	4.91240451306366	1.91446576286612	2.63138452457701	4.6939925540197	4.25489868531668	2.57042364178346	2.89326893775129	4.55035189644923	3.44054756585216	3.52559550051937	3.11970068433391	2.70974150491407	1.72333120706405	2.61879148874549	2.16672995160662	2.81325085777057	1.41664567835965	0.46746834001403	2.08458740186104	2.92473434988117	3.29747537358661	3.75439006335127	1.96994456875541	2.99364903402332	2.76871488418234	4.64349213045251	1.46370698782021	3.41750012446791	4.28442095572903	2.15878981839201	3.12484584780311	1.07124495036813	4.35245414599318	3.82761537364624	2.52201963556305	2.04690497678867	2.50078499309253	3.87939249619736	3.69618842596725	4.75806518444413	2.05256822331461	2.84498523706648	3.12995162576708	3.01250181498253	4.78159994580021	2.00010606618542	2.79808313985691	1.49867048716873	1.16541560564472	2.07361953214518	4.84476309772274	1.03890630949409	2.73435212283018	2.17782700842523	3.97298003619083	0.732935941525091	4.84218366517578	2.73065731856616	2.73837892880456	5.21857407117462	2.36135703286639	2.85540560411227	3.01162906203816	3.2655193853459
CCNG1	4.85820225628241	5.12381337635306	6.33404228388868	5.74617914215781	6.0180389581878	5.85889042697337	5.65178095628223	6.47460102667943	6.92279134975049	5.87406726424174	6.51431843717388	4.86473191516252	6.77741096920653	6.12593349195104	5.61223880634126	5.09256536914923	6.72336415779102	7.80625391688455	5.17506999771791	6.9063496558618	6.28680280168649	5.60352902393463	5.60474339844413	6.07336495358602	6.53812572873747	6.41651631118321	6.00368082904849	6.0168660080096	6.67789302562095	5.07783096996282	4.80296681803492	5.96164565648909	5.07712676678503	5.70602295734282	4.36168333874787	6.20890438236284	5.58664141729554	6.3670798993086	6.43956552476209	7.36370228795701	6.82807770891505	6.08130539278645	6.56717260891458	5.84398105194848	5.52901472807795	5.6805043377554	5.97967731694961	5.0553061340306	5.13568590359598	6.73316185797774	5.71395371950592	7.16951901912221	5.37455941206199	5.7525619071048	6.70220752773772	5.75040681457861	6.79738575367443	6.88050130797173	6.27504722987963	4.85398488133377	5.79282720621365	4.71611321535467	6.74609665613106	6.00176211206789	6.60275895428214	5.65729255573326	4.97748665159087	5.77850886276947	5.1412609100673	4.66079176218526	5.92775805486267	4.76609584415972	5.17760667354421	6.24233770281497	6.41214271533728	5.26508557623048	6.56701926553858	7.01066077598029	5.3208324900011	6.31931750540874	5.61778994323589	7.15544295320041	5.63129969981432	6.28431247229237	5.63205318139852	6.47765714121305	6.26151543579912	4.83397037896339	6.47645235225757	5.33625653995981	5.5219029362484	5.65449613490138	7.04315471104746	6.11181215424617	5.47108562115814	6.48992782074265	4.85284043463513	7.23483137338892	5.34656696470708	7.22681885455411	6.28746242476801	5.08143399102457	6.12907054421194	6.37188584537042	4.84582419882658	5.89029541168476	6.22053349764304	5.70321472362494	6.64135399321869	5.68269308620031	5.55618381551323	6.99976253287123	5.39918287807743
CCNG2	4.20349611491817	4.34843631724395	4.67012264358175	3.86300488198132	4.34712200003596	4.62037415959655	4.66817713812132	4.54309133840855	4.37836032520462	4.86745652589349	4.14479478412194	4.99095988176093	4.63990268789194	4.86752400909075	4.37733668153478	4.22103883239831	4.90893080962328	6.81545239894997	3.73259363026934	4.87775444587065	4.80038019328081	4.89179432049628	5.40993075927883	6.22997950511377	5.17908839312742	7.07004507181789	4.74274407777067	5.11850986949627	6.01834517740876	4.73767624571446	2.99688211924259	4.43854819978398	2.23326857377825	2.92867924894698	1.94913599173011	4.60504743436569	5.76508559853514	4.86299453944862	3.99700812145901	4.66464156514468	4.20076691287241	4.98494916132502	4.83480746750726	4.76626043978114	4.50880616226627	5.37165412811585	4.14295641069377	3.98471605674923	5.02855518641686	4.78681131182901	5.97845710553552	5.40544085047962	4.70472645927739	5.53963113524822	4.81779164445185	4.94143675541855	4.37507726651901	4.78387970369762	4.96154088661433	4.35682108974371	5.02632488194573	4.00532335848757	5.6867947412918	4.77041431353683	4.32751281258458	3.64297056510542	4.85448013499435	5.00790494973183	4.06755034980338	3.08467380148876	4.9287069303292	4.24619105625762	3.67830312048243	4.76584051675852	5.62909868062136	3.64081536460226	4.60881537786504	3.95042850283953	4.45345269605336	4.02131314873738	3.42918648927674	4.84746936747665	3.2752570925789	3.72018389274034	4.78573138753806	4.28331978461315	4.3225886369731	4.58782565409983	4.64941046277885	5.22986393216973	4.48798062160553	3.38074831962491	4.51850328338266	4.47120414723113	5.55270401102489	4.40956071970295	3.94530818289882	5.46762923597749	4.01316772717004	4.97226938999782	2.97560216519549	3.49796445992172	5.33322756734928	4.75054599716181	4.33819983605235	4.60750275083308	5.60586997544793	3.79930721632539	5.06154734243568	4.14566347017193	4.49988750270325	5.49507343885194	5.24245845110558
CD82	6.64358623010175	6.50490194944952	7.31108506822131	8.15554689401713	8.43566387573125	6.67661386569555	6.51406786850374	5.36539073029145	7.53359921730355	5.57979896926692	8.0826470925255	5.46318893891619	6.05526588173675	6.92133771291699	5.85253286392828	5.73583309851549	5.22827307130692	5.59163243380331	6.45979997229925	5.95159234377741	4.93034783281023	6.53245211078658	5.8853828346409	7.00702063679632	6.11134276703983	5.84188836346629	6.47096368405666	6.9736827887417	5.92036527644362	6.33222845171625	5.42398810131967	6.15988303560154	5.77607855297479	6.38042592125911	6.46522999321004	4.14178725046512	6.3197728224663	7.52080794488288	6.03866825233358	7.35516359389277	6.78224749004344	4.43835703688478	7.22915883483654	6.04589158788969	5.97979645059892	6.61874585041575	6.20542807373097	6.48211563075623	7.30482072784286	6.1282218027488	5.30690112664912	3.7185031636964	6.86036522384031	6.61251015958167	5.397221337807	4.86563857278672	4.15368757692344	7.0426321216451	7.10171437266912	7.32483030300241	7.12170433558125	4.5842278933799	6.27953930752363	6.29945480977502	7.2309591910145	6.00073473888866	3.381446133571	6.15644298226866	6.32270879826645	1.36252545939518	5.27250940029278	4.64885277364652	5.45012251655052	6.3239528309592	7.38815856340465	5.82435493162041	7.47487167462203	6.42102733458474	9.05964804695336	5.30495659171625	7.86056519207792	5.80903418233639	3.69493852851442	7.41806023869402	5.44893706412113	6.57274414311856	5.60362023154522	5.63784416498203	6.4413569174069	6.27837306401328	6.73449158452956	5.84610048775294	7.09722796731598	6.96079046164757	8.51103381545482	5.59079946019223	7.46775431674411	5.80147591023356	5.88303253937764	6.19097801261868	7.86755849338943	6.53711357824476	6.77264062725186	6.00196274644272	4.90022324171001	5.70578924922788	6.80147441680783	7.98431675946951	6.55677044173066	7.70292154065498	5.61303837043168	6.06912156955417	6.19725352518007
CDK1	6.4368818543539	6.32758120158339	5.53588549373615	7.12067241831731	5.58212653861004	4.47663007990143	5.73976864199219	7.02632859147961	6.56992060416915	6.37788461484377	5.78925456110393	6.69662021861469	6.30995748889503	6.5524697382165	5.35236447445987	4.9463195741452	4.95078171771579	2.25508656920136	4.97145321784513	6.02230952981475	6.25962292881957	5.6055148402561	5.44753397011089	5.73506037850554	5.11403362033002	7.19816119246679	2.87203398040726	6.06034121879757	5.34835311252765	5.05849429525228	4.58442238639099	5.96277370176482	4.83074658631933	4.70472200637024	3.48218950684586	7.98627097799932	5.39175192320415	6.21605469195361	5.0817838864883	5.39076099297071	5.03020632811524	6.50294448338146	5.31068203380875	5.42203820136153	6.14838821243956	5.53848387019152	5.47051154579369	5.69300962965799	3.90802326743326	7.16450092846684	5.14732833382491	5.85936866589716	7.09159384278976	6.50915492796906	5.97482921392484	5.41312582614827	6.50874315064219	5.36963343577172	4.9711415532465	5.91152456907497	4.3753615393783	5.12452034609881	4.98898556027774	7.67479138531995	6.03742733246074	6.63168402067797	2.73251426773568	6.19824494280955	5.602941394712	3.77438176422225	5.83217827235934	4.83790561461223	5.40022352162243	6.84236854444021	5.63764757641832	4.68759696505246	6.99471191848736	6.43963298357146	5.27973239579191	6.23850378726002	4.40755193942378	5.27494599601517	6.29988465481283	7.53557404987754	5.23077770995807	5.43733002820862	5.85524875197066	6.17142644350242	6.8432470323799	5.5938027701308	5.66180814291633	6.39145820740895	5.56792168751208	4.79714209656473	5.40625193008845	5.02314303009526	5.49754779970354	3.29990618399007	5.93773487728586	6.47022995074137	6.4339725897787	4.96267267918209	4.39463871678565	6.50189693646867	5.10715364654043	6.06220330204823	6.14983283743123	5.62916703137989	7.26252003977736	5.91139997805433	6.7313860033528	6.9920034956104	6.12795337221199
CDK2	5.73087480759379	5.97836272391338	6.28155770405216	5.54754213472945	5.57782431913487	4.71959454424417	5.71363029728604	6.16298160044407	5.88226370483169	5.83571012756922	4.8414579008245	5.99530557182458	5.51993114536348	5.82445313966117	5.1949951178736	4.21816352107805	5.13785582731231	5.53411087448496	4.29151577615528	5.81872007579256	6.11856716310183	5.41613369002943	4.54826944057609	5.05500812796233	5.60245148421307	7.37230910386085	4.56870019872774	4.89489273852651	5.71921900317457	5.9260724440327	3.67974467529918	6.79945474396926	3.67711234935871	5.41248562126072	2.90817795602866	5.84009549401018	5.11720741583388	5.95240590262992	4.19793500838856	6.22420686533075	4.37989716322114	4.99419594588557	4.86507428382581	5.01691774032379	5.89208031922667	6.09211170623685	4.63546221220436	5.48628731200856	4.64645318058928	6.25777845398902	4.54566330172666	5.44447215294614	6.0196629146731	6.48612168584021	4.58299818199276	5.33662656168562	6.22562723885839	5.53260641703762	5.26135802291273	5.85682732024644	4.90386484183344	4.64616201641448	4.52335143805602	5.81961767405303	4.5361290063473	4.13506822913875	3.25803843055647	5.53518980123701	4.89398957092613	4.82629929026025	5.06053315247163	3.73333318821729	4.53829582831197	5.88585482716915	5.98838419241311	4.66800319008475	5.81998725925123	6.27395192477399	5.05599926741406	6.36500962660434	3.97533680430636	6.06733555537379	5.0383134614744	4.93506777241271	4.65486920593011	4.36807470513697	6.80750882772983	5.45287348717791	6.3421372057478	4.37277215340267	5.27225071344374	4.80004256721322	5.03065594216111	4.94771747547239	4.96350424532028	4.65136698809666	4.77399150681807	4.27623979349257	4.53272657141844	6.14246795714288	4.90852215566837	4.33307082489774	5.60878133606868	5.30548615486416	3.7718122653437	5.69721187624579	6.33750449867239	5.69931119842079	5.58167673966001	4.54540976311601	5.05481393227793	5.46422759982452	5.48918134298476
